City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Tezu,IN,2021-11-30 05:26:33,27.9167,96.1667,78.78,30,62,3.36
295,Paranavai,BR,2021-11-30 05:26:34,-23.0731,-52.4653,65.89,85,97,5.73
296,Saint-Georges,GD,2021-11-30 05:26:34,12.0564,-61.7485,78.89,80,50,12.17
297,Sao Filipe,CV,2021-11-30 05:26:34,14.8961,-24.4956,74.55,69,100,11.72
298,Grindavik,IS,2021-11-30 05:26:34,63.8424,-22.4338,34.27,93,75,13.8
299,Hamilton,US,2021-11-30 05:26:35,39.1834,-84.5333,41.38,51,75,1.01
300,Richards Bay,ZA,2021-11-30 05:26:35,-28.783,32.0377,76.1,73,90,13.31
301,Cherskiy,RU,2021-11-30 05:26:35,68.75,161.3,-11.36,99,100,4.38
302,Nurota,UZ,2021-11-30 05:26:35,40.5614,65.6886,48.29,31,34,2.75
303,Chumikan,RU,2021-11-30 05:26:36,54.7183,135.315,9.88,81,76,16.2
304,Salta,AR,2021-11-30 05:26:36,-24.7859,-65.4117,62.89,73,0,1.99
305,Abha,SA,2021-11-30 05:26:36,18.2164,42.5053,53.85,44,0,6.91
306,Santa Cruz,BO,2021-11-30 05:26:36,-17.8,-63.1667,72.86,94,90,2.3
307,Ammapettai,IN,2021-11-30 05:26:37,10.8,79.3333,81.28,79,76,9.01
308,Oktyabrskoye,RU,2021-11-30 05:26:37,43.0645,44.7417,44.74,71,40,2.24
309,Khatanga,RU,2021-11-30 05:21:41,71.9667,102.5,-32.98,100,81,4.7
310,Lingao,CN,2021-11-30 05:26:37,19.9103,109.6859,74.8,52,48,13.18
311,Kahului,US,2021-11-30 05:25:33,20.8947,-156.47,75.85,81,20,10.36
312,Fairbanks,US,2021-11-30 05:26:38,64.8378,-147.7164,-11.4,73,1,0.0
313,Chaman,PK,2021-11-30 05:26:38,30.9236,66.4512,60.75,28,6,0.11
314,Esperance,AU,2021-11-30 05:26:38,-33.8667,121.9,69.64,53,67,13.24
315,Fortuna,US,2021-11-30 05:26:38,40.5982,-124.1573,52.36,76,90,1.99
316,Port Lincoln,AU,2021-11-30 05:26:39,-34.7333,135.8667,81.23,39,92,6.6
317,Bayan,CN,2021-11-30 05:26:39,46.0833,127.4,18.75,77,100,8.34
318,San Borja,BO,2021-11-30 05:26:39,-14.8167,-66.85,67.93,99,99,2.95
319,Danville,US,2021-11-30 05:26:39,36.586,-79.395,36.21,68,1,0.0
320,Ancud,CL,2021-11-30 05:27:40,-41.8697,-73.8203,48.42,89,12,2.1
321,Japura,ID,2021-11-30 05:27:40,-0.3167,102.35,91.74,41,67,5.68
322,Sola,VU,2021-11-30 05:22:57,-13.8833,167.55,81.84,74,100,6.31
323,Gaomi,CN,2021-11-30 05:27:40,36.3833,119.7528,40.78,48,16,21.09
324,Bilibino,RU,2021-11-30 05:25:38,68.0546,166.4372,-9.78,98,90,4.23
325,Mackay,AU,2021-11-30 05:27:40,-21.15,149.2,86.68,70,40,10.36
326,Bemidji,US,2021-11-30 05:27:41,47.4736,-94.8803,31.91,95,1,6.91
327,Linxia,CN,2021-11-30 05:27:41,35.6003,103.2064,33.46,37,15,3.02
328,Salinopolis,BR,2021-11-30 05:27:41,-0.6136,-47.3561,79.48,85,63,9.13
329,Puerto Leguizamo,CO,2021-11-30 05:27:41,-0.1934,-74.7819,71.64,100,99,1.79
330,Port-Cartier,CA,2021-11-30 05:27:42,50.0334,-66.8654,26.82,68,99,9.62
331,Janesville,US,2021-11-30 05:23:08,42.6828,-89.0187,42.49,74,1,3.0
332,Soars,RO,2021-11-30 05:27:42,45.9333,24.9167,34.5,90,100,7.49
333,Chifeng,CN,2021-11-30 05:27:42,42.2683,118.9636,26.76,34,1,20.71
334,Koumra,TD,2021-11-30 05:27:43,8.9126,17.5539,72.63,33,63,0.47
335,Aripuana,BR,2021-11-30 05:27:43,-9.1667,-60.6333,72.55,93,88,0.83
336,Port Hedland,AU,2021-11-30 05:27:43,-20.3167,118.5667,96.85,44,0,19.57
337,Montbeliard,FR,2021-11-30 05:27:43,47.5167,6.8,35.38,90,100,5.57
338,Bhunya,SZ,2021-11-30 05:27:44,-26.55,31.0167,67.8,79,98,1.5
339,Anadyr,RU,2021-11-30 05:27:44,64.75,177.4833,-10.7,83,40,0.0
340,Chegdomyn,RU,2021-11-30 05:27:44,51.1167,133.0167,8.8,81,93,1.54
341,Baykit,RU,2021-11-30 05:27:44,61.67,96.37,11.44,96,100,2.01
342,Teknaf,BD,2021-11-30 05:27:45,20.8624,92.3058,81.57,50,8,4.07
343,Kavieng,PG,2021-11-30 05:23:11,-2.5744,150.7967,84.94,67,96,13.35
344,Jacksonville,US,2021-11-30 05:27:45,30.3322,-81.6556,48.2,84,20,3.44
345,Trairi,BR,2021-11-30 05:27:23,-3.2778,-39.2689,79.9,79,36,9.51
346,Inta,RU,2021-11-30 05:27:45,66.0317,60.1659,-11.09,100,91,4.41
347,Strelka,RU,2021-11-30 05:27:45,58.0728,93.0344,23.77,79,100,10.74
348,Bischheim,FR,2021-11-30 05:27:46,48.6163,7.7552,37.42,75,90,13.8
349,Avarua,CK,2021-11-30 05:27:46,-21.2078,-159.775,75.25,69,20,9.22
350,De-Kastri,RU,2021-11-30 05:27:46,51.4667,140.7833,22.37,72,83,5.79
351,Deputatskiy,RU,2021-11-30 05:27:46,69.3,139.9,-15.95,97,100,4.9
352,Srednekolymsk,RU,2021-11-30 05:27:47,67.45,153.6833,-21.19,99,98,6.62
353,Boca Do Acre,BR,2021-11-30 05:27:47,-8.7522,-67.3978,73.45,94,81,2.24
354,Fajardo,PR,2021-11-30 05:27:47,18.3258,-65.6524,80.51,100,20,0.0
355,Baghdad,IQ,2021-11-30 05:26:40,33.3406,44.4009,57.11,58,82,9.22
356,Vanavara,RU,2021-11-30 05:27:47,60.34,102.2797,4.14,96,100,7.96
357,Mtwara,TZ,2021-11-30 05:27:48,-10.2667,40.1833,82.42,71,19,5.32
358,Kalmunai,LK,2021-11-30 05:27:48,7.4167,81.8167,82.78,72,96,6.44
359,Port Hardy,CA,2021-11-30 05:27:48,50.6996,-127.4199,48.2,93,90,9.22
360,Bojnurd,IR,2021-11-30 05:27:49,37.4747,57.329,37.35,70,0,2.3
361,Mukhen,RU,2021-11-30 05:27:49,48.1,136.1,19.99,72,100,1.54
362,Shangzhi,CN,2021-11-30 05:27:49,45.2167,127.9667,21.7,72,100,7.72
363,Lukovetskiy,RU,2021-11-30 05:27:49,64.2956,41.9211,8.58,80,100,12.28
364,Mahanoro,MG,2021-11-30 05:27:50,-19.9,48.8,78.87,75,67,3.06
365,Laguna,US,2021-11-30 05:27:50,38.421,-121.4238,63.95,92,1,0.0
366,Petropavlovsk-Kamchatskiy,RU,2021-11-30 05:28:50,53.0452,158.6483,25.39,63,40,2.24
367,Bilma,NE,2021-11-30 05:28:50,18.6853,12.9164,66.65,37,37,14.54
368,Nizhniy Odes,RU,2021-11-30 05:28:51,63.6445,54.856,-2.13,97,52,7.29
369,Airai,TL,2021-11-30 05:28:51,-8.9266,125.4092,75.81,55,61,2.37
370,Maputo,MZ,2021-11-30 05:28:51,-25.9653,32.5892,77.23,78,75,3.0
371,Along,IN,2021-11-30 05:28:52,28.1667,94.7667,75.34,33,51,0.78
372,La Ronge,CA,2021-11-30 05:28:52,55.1001,-105.2842,14.25,79,1,4.61
373,Saint-Pierre,RE,2021-11-30 05:27:33,-21.3393,55.4781,85.64,71,0,17.27
374,Kunming,CN,2021-11-30 05:28:52,25.0389,102.7183,48.13,37,75,8.95
375,Mikuni,JP,2021-11-30 05:28:52,36.2171,136.1519,64.31,59,82,19.55
376,Cabo San Lucas,MX,2021-11-30 05:28:53,22.8909,-109.9124,72.7,71,100,8.28
377,Jibuti,DJ,2021-11-30 05:28:53,11.5,42.5,78.22,52,6,9.93
378,Broome,US,2021-11-30 05:28:53,42.2506,-75.833,27.84,74,90,3.0
379,Pangnirtung,CA,2021-11-30 05:28:53,66.1451,-65.7125,17.02,92,99,4.65
380,Posse,BR,2021-11-30 05:27:14,-14.0931,-46.3694,67.73,97,99,5.08
381,Henties Bay,NA,2021-11-30 05:28:54,-22.116,14.2845,57.85,93,0,7.02
382,Gore,NZ,2021-11-30 05:28:54,-46.1028,168.9436,58.23,54,75,7.49
383,Kindu,CD,2021-11-30 05:28:54,-2.95,25.95,69.78,99,100,2.1
384,Sterling,US,2021-11-30 05:28:54,39.0062,-77.4286,34.9,83,75,5.01
385,Constantine,DZ,2021-11-30 05:27:01,36.365,6.6147,42.21,93,75,3.44
386,Balkanabat,TM,2021-11-30 05:28:55,39.5108,54.3671,59.49,39,0,7.87
387,Leningradskiy,RU,2021-11-30 05:28:55,69.3833,178.4167,-21.96,96,36,8.46
388,Grand-Santi,GF,2021-11-30 05:28:55,4.25,-54.3833,71.67,99,59,2.28
389,Buala,SB,2021-11-30 05:28:55,-8.145,159.5921,84.16,72,80,3.36
390,Tarata,BO,2021-11-30 05:28:56,-17.6167,-66.0167,61.07,82,100,3.53
391,Ampanihy,MG,2021-11-30 05:28:56,-24.7,44.75,80.98,47,1,2.53
392,Darhan,MN,2021-11-30 05:28:56,49.4867,105.9228,17.58,72,63,5.48
393,Lethbridge,CA,2021-11-30 05:28:56,49.7,-112.8186,43.72,65,20,1.01
394,Mae Ramat,TH,2021-11-30 05:28:57,16.984,98.5166,84.52,43,100,6.76
395,Assiniboia,CA,2021-11-30 05:28:57,49.6334,-105.9845,35.51,93,20,5.75
396,Strezhevoy,RU,2021-11-30 05:28:57,60.7333,77.5889,24.78,94,100,11.36
397,Bartica,GY,2021-11-30 05:28:57,6.4,-58.6167,75.52,99,80,1.9
398,Ust-Ishim,RU,2021-11-30 05:28:58,57.6935,71.1665,27.91,95,98,5.03
399,Kinablangan,PH,2021-11-30 05:28:58,7.6947,126.5503,84.69,73,84,8.61
400,Taksimo,RU,2021-11-30 05:28:58,56.3444,114.8794,6.91,80,100,1.43
401,Sardulgarh,IN,2021-11-30 05:28:58,29.7,75.25,71.85,23,84,5.41
402,Punganuru,IN,2021-11-30 05:28:59,13.3667,78.5833,73.02,82,100,11.59
403,Tepeojuma,MX,2021-11-30 05:28:59,18.7167,-98.45,61.11,64,1,4.27
404,Senno,RU,2021-11-30 05:28:59,59.5336,33.9167,30.72,94,100,11.59
405,Terrace Bay,CA,2021-11-30 05:28:59,48.7834,-87.1,28.02,94,99,3.65
406,Cayenne,GF,2021-11-30 05:29:00,4.9333,-52.3333,75.09,92,75,1.14
407,Manaure,CO,2021-11-30 05:29:00,11.7751,-72.4445,79.74,84,32,13.18
408,San Lorenzo De El Escorial,ES,2021-11-30 05:29:00,40.5914,-4.1474,40.89,89,38,3.71
409,Taoudenni,ML,2021-11-30 05:30:00,22.6783,-3.9836,59.47,15,54,14.79
410,Hobyo,SO,2021-11-30 05:30:01,5.3505,48.5268,81.64,61,7,18.57
411,Mersin,TR,2021-11-30 05:30:01,36.862,34.6509,52.95,56,99,5.17
412,Diban,SY,2021-11-30 05:30:01,35.0365,40.5167,64.85,43,100,8.23
413,Komsomolskiy,UZ,2021-11-30 05:30:02,40.4272,71.7189,47.12,57,100,0.0
414,Hualmay,PE,2021-11-30 05:30:02,-11.0964,-77.6139,64.71,89,58,6.22
415,Litovko,RU,2021-11-30 05:30:03,49.2361,135.1742,10.4,92,100,1.25
416,Carbonia,IT,2021-11-30 05:30:03,39.1672,8.5222,41.99,62,6,11.77
417,Bonnyville,CA,2021-11-30 05:30:03,54.2668,-110.735,20.52,90,95,4.34
418,Avera,US,2021-11-30 05:30:04,33.194,-82.5271,40.87,39,29,4.65
419,Umm Lajj,SA,2021-11-30 05:30:04,25.0213,37.2685,84.97,33,2,7.2
420,Marrakesh,MA,2021-11-30 05:30:04,31.6315,-8.0083,42.87,70,0,3.44
421,Meulaboh,ID,2021-11-30 05:28:11,4.1363,96.1285,79.29,81,96,6.8
422,Limbang,MY,2021-11-30 05:30:05,4.75,115.0,87.91,52,91,3.85
423,Male,MV,2021-11-30 05:30:05,4.1748,73.5089,85.95,74,40,14.97
424,Culebra,PR,2021-11-30 05:30:05,18.303,-65.301,78.89,72,22,12.17
425,Kendari,ID,2021-11-30 05:30:06,-3.945,122.4989,86.85,68,100,2.24
426,Quatre Cocos,MU,2021-11-30 05:30:06,-20.2078,57.7625,83.08,62,11,10.83
427,Kruisfontein,ZA,2021-11-30 05:30:06,-34.0033,24.7314,64.89,48,11,11.63
428,Babugarh,IN,2021-11-30 05:30:07,28.7167,77.85,73.26,26,100,10.2
429,Safaga,EG,2021-11-30 05:30:07,26.7292,33.9365,81.66,39,63,1.03
430,Juneau,US,2021-11-30 05:30:07,58.3019,-134.4197,33.85,96,90,3.44
431,Clonakilty,IE,2021-11-30 05:30:07,51.6231,-8.8706,49.21,94,70,12.75
432,Takoradi,GH,2021-11-30 05:30:07,4.8845,-1.7554,78.48,86,78,7.07
433,Beyneu,KZ,2021-11-30 05:30:08,45.3167,55.2,44.62,54,36,18.19
434,Namie,JP,2021-11-30 05:30:08,37.4833,141.0,59.54,59,7,8.1
435,Kaitangata,NZ,2021-11-30 05:30:08,-46.2817,169.8464,58.93,83,93,7.78
436,Concepcion Del Uruguay,AR,2021-11-30 05:30:09,-32.4825,-58.2372,62.98,78,0,7.29
437,Halifax,CA,2021-11-30 05:30:09,44.6453,-63.5724,38.21,94,100,5.01
438,Monte Patria,CL,2021-11-30 05:30:09,-30.6919,-70.9467,64.27,58,0,1.88
439,Wad Madani,SD,2021-11-30 05:30:09,14.4012,33.5199,84.52,36,1,14.14
440,Ninghai,CN,2021-11-30 05:30:10,29.2892,121.4247,56.73,60,66,18.39
441,Bereda,ES,2021-11-30 05:30:10,43.2686,-7.5406,48.0,100,100,1.34
442,Gamba,GA,2021-11-30 05:30:10,-2.65,10.0,76.59,91,98,7.29
443,Turukhansk,RU,2021-11-30 05:30:10,65.8167,87.9833,15.37,95,100,8.21
444,Galle,LK,2021-11-30 05:30:11,6.0367,80.217,81.57,74,81,3.06
445,Guanica,PR,2021-11-30 05:30:11,17.9716,-66.908,79.92,87,44,5.41
446,Neustrelitz,DE,2021-11-30 05:30:11,53.3667,13.0833,34.84,96,100,18.86
447,Hofn,IS,2021-11-30 05:30:11,64.2539,-15.2082,29.12,89,100,8.1
448,Boguchany,RU,2021-11-30 05:30:12,58.3814,97.4531,23.97,82,100,12.1
449,Plettenberg Bay,ZA,2021-11-30 05:30:12,-34.0527,23.3716,66.4,64,19,6.62
450,Nalut,LY,2021-11-30 05:30:12,30.3333,10.85,44.71,36,77,3.56
451,Karratha,AU,2021-11-30 05:26:44,-20.7377,116.8463,95.32,39,0,19.13
452,Puerto Carreno,CO,2021-11-30 05:30:12,6.189,-67.4859,76.73,73,73,4.63
453,Subottsi,UA,2021-11-30 05:30:13,48.6554,32.5209,34.77,73,38,14.36
454,Namatanai,PG,2021-11-30 05:30:13,-3.6667,152.4333,84.22,69,100,10.18
455,Hovd,MN,2021-11-30 05:30:13,48.0056,91.6419,24.98,31,5,1.54
456,Caranavi,BO,2021-11-30 05:31:13,-15.8167,-67.55,62.06,99,96,1.95
457,Poshekhonye,RU,2021-11-30 05:31:14,58.4993,39.1353,34.74,97,100,17.2
458,Humberto De Campos,BR,2021-11-30 05:31:14,-2.5983,-43.4611,77.31,89,25,5.57
459,Loa Janan,ID,2021-11-30 05:31:14,-0.583,117.095,93.25,47,53,2.73
460,Mayumba,GA,2021-11-30 05:31:14,-3.432,10.6554,76.53,90,100,9.24
461,Digby,CA,2021-11-30 05:31:15,44.6169,-65.7655,33.58,93,100,17.47
462,Svetlyy,RU,2021-11-30 05:31:15,54.675,20.1347,35.96,64,99,14.5
463,Yarada,IN,2021-11-30 05:31:15,17.65,83.2667,82.72,44,20,6.91
464,Lishui,CN,2021-11-30 05:31:15,28.4604,119.9103,50.81,75,100,5.75
465,Madera,US,2021-11-30 05:31:16,37.1666,-119.8343,62.08,84,0,2.59
466,Kuching,MY,2021-11-30 05:31:16,1.55,110.3333,91.62,55,20,5.75
467,Vao,NC,2021-11-30 05:29:37,-22.6667,167.4833,76.77,87,7,15.39
468,Verkhoyansk,RU,2021-11-30 05:31:16,67.5447,133.385,-29.74,100,100,2.75
469,Alexandria,EG,2021-11-30 05:31:16,31.2156,29.9553,71.55,76,83,16.62
470,Rust,DE,2021-11-30 05:31:17,48.2667,7.7333,37.8,82,100,17.45
471,Mascote,BR,2021-11-30 05:31:17,-15.5631,-39.3025,71.56,99,69,2.04
472,Padang,ID,2021-11-30 05:31:17,-0.9492,100.3543,80.65,71,68,5.21
473,Zhetysay,KZ,2021-11-30 05:31:17,40.7333,68.3,55.49,19,98,7.45
474,Graaff-Reinet,ZA,2021-11-30 05:31:18,-32.2522,24.5308,64.92,69,77,1.45
475,Savannah Bight,HN,2021-11-30 05:31:18,16.45,-85.85,75.99,67,12,3.96
476,Salym,RU,2021-11-30 05:31:18,60.0625,71.4789,29.79,93,100,7.43
477,Krasnoselkup,RU,2021-11-30 05:31:18,65.7,82.4667,1.56,96,99,10.16
478,Corinto,GR,2021-11-30 05:26:22,37.9407,22.9573,58.68,68,45,14.43
479,Inirida,CO,2021-11-30 05:31:19,3.8653,-67.9239,71.96,98,100,3.29
480,Isla Mujeres,MX,2021-11-30 05:31:19,21.2311,-86.731,75.25,83,15,16.02
481,Alekseyevka,RU,2021-11-30 05:31:19,50.6309,38.6903,43.41,73,96,18.95
482,Manaus,BR,2021-11-30 05:31:20,-3.1019,-60.025,79.29,89,0,5.75
483,Seoul,KR,2021-11-30 05:30:04,37.5683,126.9778,47.77,81,90,18.41
484,Namibe,AO,2021-11-30 05:31:20,-15.1961,12.1522,72.7,66,15,2.71
485,Progreso,MX,2021-11-30 05:31:20,21.2833,-89.6667,73.11,77,15,12.88
486,Burladingen,DE,2021-11-30 05:31:20,48.2833,9.1167,29.93,82,100,14.2
487,Ornskoldsvik,SE,2021-11-30 05:28:10,63.2909,18.7153,14.95,92,90,5.75
488,Sechura,PE,2021-11-30 05:30:25,-5.5569,-80.8222,66.63,81,99,10.51
489,Hornepayne,CA,2021-11-30 05:31:21,49.2138,-84.7705,21.7,98,100,2.55
490,Chardara,KZ,2021-11-30 05:31:21,41.2547,67.9692,54.3,26,98,3.51
491,Vila Do Maio,CV,2021-11-30 05:31:21,15.1333,-23.2167,72.39,70,100,20.31
492,Haiger,DE,2021-11-30 05:31:22,50.75,8.2167,35.11,93,90,1.01
493,Porto De Moz,BR,2021-11-30 05:31:22,-1.7483,-52.2383,73.62,92,91,2.64
494,Koindu,GN,2021-11-30 05:31:22,8.4386,-10.3253,68.31,98,73,1.59
495,Ogbomosho,NG,2021-11-30 05:31:23,8.133,4.25,72.03,92,32,1.74
496,Goderich,CA,2021-11-30 05:31:23,43.7501,-81.7165,32.92,92,100,13.22
497,Kidal,ML,2021-11-30 05:31:23,18.4411,1.4078,72.05,20,33,8.3
498,San Vicente,AR,2021-11-30 05:31:23,-26.6167,-54.1333,55.76,82,0,0.83
499,Itarema,BR,2021-11-30 05:31:24,-2.9248,-39.9167,81.16,75,64,13.49
500,San Pedro De Macoris,DO,2021-11-30 05:31:24,18.4616,-69.2972,73.53,89,84,6.13
501,Lata,PT,2021-11-30 05:31:24,40.1629,-8.3327,48.81,85,78,2.84
502,Malakal,SS,2021-11-30 05:30:07,9.5334,31.6605,87.3,40,25,2.08
503,Jacareacanga,BR,2021-11-30 05:32:24,-6.2222,-57.7528,72.54,98,90,1.66
504,Schattdorf,CH,2021-11-30 05:32:25,46.8655,8.6547,33.31,90,94,4.21
505,Isangel,VU,2021-11-30 05:32:25,-19.55,169.2667,82.51,78,75,4.61
506,Yatou,CN,2021-11-30 05:32:25,37.15,122.3833,42.6,61,98,24.45
507,Skegness,GB,2021-11-30 05:32:25,53.1436,0.3363,49.96,91,100,20.69
508,Atherton,GB,2021-11-30 05:32:26,53.5237,-2.4935,51.15,96,100,14.25
509,Valdivia,CL,2021-11-30 05:32:26,-39.8142,-73.2459,55.49,83,100,2.53
510,Okhotsk,RU,2021-11-30 05:32:26,59.3833,143.3,-12.1,89,11,14.81
511,Batemans Bay,AU,2021-11-30 05:32:26,-35.7167,150.1833,80.2,73,25,9.53
512,Pochutla,MX,2021-11-30 05:32:27,15.7432,-96.4661,75.02,70,1,3.33
513,San Cristobal,VE,2021-11-30 05:32:27,7.7669,-72.225,66.38,89,92,1.86
514,Williston,US,2021-11-30 05:31:44,48.147,-103.618,36.32,86,44,5.35
515,Penhold,CA,2021-11-30 05:30:21,52.1334,-113.8687,33.85,60,90,8.05
516,Araouane,ML,2021-11-30 05:32:27,18.9048,-3.5265,62.98,28,1,11.05
517,Milkovo,RU,2021-11-30 05:32:27,54.7167,158.6167,9.52,91,75,4.52
518,Killybegs,IE,2021-11-30 05:32:28,54.6333,-8.45,49.44,89,92,16.44
519,Ngunguru,NZ,2021-11-30 05:32:28,-35.6167,174.5,75.16,79,82,5.86
520,Sagua La Grande,CU,2021-11-30 05:32:28,22.8067,-80.0756,61.79,76,32,4.52
521,Pisco,PE,2021-11-30 05:32:28,-13.7,-76.2167,64.45,82,0,9.22
522,Tongliao,CN,2021-11-30 05:32:29,43.6125,122.2653,26.42,75,43,12.8
523,Maragogi,BR,2021-11-30 05:32:29,-9.0122,-35.2225,76.91,88,87,8.16
524,Rawah,IQ,2021-11-30 05:32:29,34.4816,41.9093,65.08,44,100,3.04
525,Lasa,IT,2021-11-30 05:32:29,46.6166,10.7002,29.28,92,54,6.89
526,Highland Village,US,2021-11-30 05:32:30,33.0918,-97.0467,59.34,64,1,1.99
527,Esna,EG,2021-11-30 05:32:30,25.2934,32.554,79.0,24,21,5.3
528,Kurilsk,RU,2021-11-30 05:32:30,45.2333,147.8833,41.5,82,99,4.45
529,Bhind,IN,2021-11-30 05:32:30,26.5642,78.7883,72.97,27,100,5.37
530,Buin,CL,2021-11-30 05:32:31,-33.7333,-70.75,64.74,57,0,0.78
531,Dzilam Gonzalez,MX,2021-11-30 05:32:31,21.2833,-88.9333,71.83,81,18,6.15
532,Aleksandrov Gay,RU,2021-11-30 05:32:31,50.147,48.5704,42.08,68,100,21.65
533,Bayir,TR,2021-11-30 05:32:32,37.2687,28.2167,59.52,86,99,11.5
534,Poum,NC,2021-11-30 05:32:32,-20.2333,164.0167,81.37,80,23,13.98
535,Neuquen,AR,2021-11-30 05:29:17,-38.9516,-68.0591,62.49,45,0,0.0
536,Kodinsk,RU,2021-11-30 05:32:32,58.6881,99.1844,22.37,85,100,10.36
537,Buraydah,SA,2021-11-30 05:32:32,26.326,43.975,52.25,20,23,3.18
538,Jojoima,SL,2021-11-30 05:32:33,7.8792,-10.7878,71.37,99,85,0.43
539,Terme,TR,2021-11-30 05:32:33,41.2092,36.9739,61.38,86,100,15.46
540,Huarmey,PE,2021-11-30 05:32:33,-10.0681,-78.1522,66.04,86,91,6.87
541,Vuktyl,RU,2021-11-30 05:32:33,63.8567,57.3094,-7.24,99,96,5.14
542,Alice Springs,AU,2021-11-30 05:32:01,-23.7,133.8833,94.55,12,0,5.75
543,Ambon,ID,2021-11-30 05:32:34,-3.6954,128.1814,87.94,74,40,8.05
544,Cooma,AU,2021-11-30 05:32:34,-36.2333,149.1333,73.17,40,40,4.61
545,Udachnyy,RU,2021-11-30 05:32:34,66.4167,112.4,-36.17,100,57,3.87
546,Saint George,US,2021-11-30 05:32:34,37.1041,-113.5841,52.54,42,1,3.44
547,Channarayapatna,IN,2021-11-30 05:32:35,12.9044,76.3917,75.11,72,77,15.84
548,Quarteira,PT,2021-11-30 05:32:35,37.0695,-8.1006,53.37,66,75,0.0
549,Sweetwater,US,2021-11-30 05:32:35,25.7634,-80.3731,63.99,74,1,0.0
550,Byron Bay,AU,2021-11-30 05:32:57,-28.65,153.6167,71.55,95,100,4.03
551,Thyolo,MW,2021-11-30 05:33:35,-16.0678,35.1405,78.82,35,21,0.47
552,Muravlenko,RU,2021-11-30 05:33:36,63.7898,74.523,-5.87,96,82,11.9
553,Bac Lieu,VN,2021-11-30 05:33:36,9.285,105.7244,82.54,78,97,12.35
554,Alyangula,AU,2021-11-30 05:33:36,-13.8483,136.4192,76.87,100,90,2.3
